model,MAE,RMSE,R2,MAPE
Ridge,13.785017634315636,17.74421118412257,0.9992055549488863,1.1418894877058872
GradientBoostingRegressor,713.9200551963344,865.8515171341069,-0.8916348793423825,52.15982514692538
RandomForestRegressor,752.7177685714279,912.6280110831541,-1.1015419201336774,55.561454152525094
